concept_id,node_type,preferred_name,source,category,synonyms
SCTID:13028004,Finding,Abnormal nervous system function,SNOMEDCT,finding,Abnormal nervous system function | Abnormal neurological function
SCTID:1303834006,Morphology,Abnormal smallness,SNOMEDCT,morphologic abnormality,Abnormal smallness
SCTID:13213009,Disease,Congenital heart disease,SNOMEDCT,disorder,CHD - Congenital heart disease | Congenital anomaly of heart | Congenital heart disease
SCTID:1332462002,Disease,Lesion of lumbar and sacral spinal nerve roots,SNOMEDCT,disorder,Lesion of lumbar and sacral spinal nerve roots | Lumbosacral root lesion
SCTID:1332463007,Disease,Lesion of thoracic spinal nerve root,SNOMEDCT,disorder,Lesion of thoracic spinal nerve root | Thoracic root lesion
SCTID:13331008,Morphology,Atrophy,SNOMEDCT,morphologic abnormality,Atrophic | Atrophy
SCTID:1343588005,Disease,Neuropathic ulcer of foot,SNOMEDCT,disorder,Neuropathic ulcer of foot
SCTID:1362108000,Disease,Genetic intellectual disability,SNOMEDCT,disorder,Genetic intellectual disability
SCTID:13694005,Disease,Sensory polyneuropathy,SNOMEDCT,disorder,Sensory polyneuropathy
SCTID:1370930009,Disease,Cranial nerve palsy,SNOMEDCT,disorder,Cranial nerve palsy
SCTID:1396372003,Disease,Hypertension in chronic kidney disease stage 5 on dialysis,SNOMEDCT,disorder,Hypertension concurrent and due to end stage renal disease on dialysis | Hypertension in chronic kidney disease stage 5 on dialysis
SCTID:14016003,AnatomicalSite,Bone marrow structure,SNOMEDCT,body structure,Bone marrow | Bone marrow structure | Haematopoietic marrow | Haematopoietic tissue | Haemopoietic tissue | Hematopoietic marrow | Hematopoietic tissue | Hemopoietic tissue
SCTID:14089001,Procedure,Red blood cell count,SNOMEDCT,procedure,RBC - Red blood cell count | RBC count | Red blood cell count
SCTID:14740000,Procedure,Triglycerides measurement,SNOMEDCT,procedure,TG - Triglyceride level | Triacylglycerols measurement | Triglycerides measurement
SCTID:14803004,Qualifier,Transitory,SNOMEDCT,qualifier value,Temporary | Transient | Transitory
SCTID:15074003,Morphology,Neurogenic ulcer,SNOMEDCT,morphologic abnormality,Neurogenic ulcer | Neurotrophic ulcer
SCTID:15630851000119103,Disease,Uveitis of bilateral eyes,SNOMEDCT,disorder,Bilateral uveitis of eyes | Intraocular inflammation of bilateral eyes | Uveitis of bilateral eyes | Uveitis of both eyes
SCTID:15632891000119109,Disease,Optic atrophy of bilateral eyes,SNOMEDCT,disorder,Bilateral optic atrophy of eyes | Optic atrophy of bilateral eyes | Optic atrophy of both eyes
SCTID:15638451000119104,Disease,Inflammation of right iris,SNOMEDCT,disorder,Inflammation of right iris | Iritis of right eye
SCTID:15638491000119109,Disease,Inflammation of left iris,SNOMEDCT,disorder,Inflammation of left iris | Iritis of left eye
SCTID:15639131000119107,Disease,Macular edema of retina of right eye,SNOMEDCT,disorder,Macular edema of retina of right eye | Macular oedema of retina of right eye
SCTID:15639181000119108,Disease,Macular edema of retina of left eye,SNOMEDCT,disorder,Macular edema of retina of left eye | Macular oedema of retina of left eye
SCTID:15735161000119106,Disease,Disorder of retina of right eye,SNOMEDCT,disorder,Disorder of retina of right eye | Retinopathy of right eye
SCTID:15735201000119101,Disease,Disorder of blood vessel of retina of right eye,SNOMEDCT,disorder,Disorder of blood vessel of retina of right eye | Vascular retinopathy of right eye
SCTID:15735241000119104,Disease,Disorder of retina of left eye,SNOMEDCT,disorder,Disorder of retina of left eye | Retinopathy of left eye
SCTID:15735281000119109,Disease,Retinopathy of bilateral eyes,SNOMEDCT,disorder,Bilateral retinopathy | Retinopathy of bilateral eyes | Retinopathy of both eyes
SCTID:15735321000119104,Disease,Disorder of blood vessel of retina of left eye,SNOMEDCT,disorder,Disorder of blood vessel of retina of left eye | Vascular retinopathy of left eye
SCTID:15775008,AnatomicalSite,Structure of corneal epithelium,SNOMEDCT,body structure,Corneal epithelium | External epithelium of cornea | Structure of corneal epithelium
SCTID:15776009,AnatomicalSite,Pancreatic structure,SNOMEDCT,body structure,Exocrine and endocrine pancreas | Pancreas | Pancreatic structure
SCTID:15998311000119103,Disease,Disorder of macula of left eye,SNOMEDCT,disorder,Disorder of macula of left eye
SCTID:15998351000119102,Disease,Disorder of macula of bilateral eyes,SNOMEDCT,disorder,Bilateral disorder of macula of eyes | Disorder of macula of bilateral eyes | Disorder of macula of both eyes
SCTID:15998391000119107,Disease,Disorder of macula of right eye,SNOMEDCT,disorder,Disorder of macula of right eye
SCTID:160670007,Finding,Diabetic diet,SNOMEDCT,finding,DD - Diabetic diet | Diabetic diet
SCTID:16110005,Disease,Ophthalmoplegia,SNOMEDCT,disorder,Ophthalmoplegia
SCTID:16640008,Morphology,Separation,SNOMEDCT,morphologic abnormality,Diastasis | Physical detachment | Separation
SCTID:166818002,Finding,Lipids outside reference range,SNOMEDCT,finding,Lipids abnormal | Lipids outside reference range
SCTID:16851005,Disease,Mitochondrial myopathy,SNOMEDCT,disorder,Mitochondrial myopathy | Ragged red myopathy
SCTID:16934004,Disease,Renal vascular disorder,SNOMEDCT,disorder,Renal vascular disease | Renal vascular disorder | Vascular disorder of kidney
SCTID:169876006,LabTest,Birth head circumference,SNOMEDCT,observable entity,Birth head circumference
SCTID:170763003,Finding,Diabetic - good control,SNOMEDCT,finding,Diabetic - good control
SCTID:173300003,Disease,Maternal disorder during antenatal and/or intrapartum time period,SNOMEDCT,disorder,Disorder of pregnancy | Maternal disorder during antenatal and/or intrapartum time period | Maternal disorder during pregnancy
SCTID:17346000,Disease,Disorder of endocrine pancreas,SNOMEDCT,disorder,Disorder of endocrine pancreas | Disorder of islets of Langerhans | Disorder of pancreatic islets
SCTID:17417006,Disease,Thickening of skin,SNOMEDCT,disorder,Thickening of skin
SCTID:1771008,Disease,Insulin biosynthesis defect,SNOMEDCT,disorder,Insulin biosynthesis defect
SCTID:17769000,Disease,Injury of cranial nerve,SNOMEDCT,disorder,Injury of cranial nerve
SCTID:17888004,Procedure,High density lipoprotein measurement,SNOMEDCT,procedure,HDL measurement | High density lipoprotein measurement
SCTID:180924008,AnatomicalSite,Entire cerebellum,SNOMEDCT,body structure,Entire CB - Cerebellum | Entire cerebellum | Entire tissue of cerebellum
SCTID:18234004,AnatomicalSite,Optic nerve structure,SNOMEDCT,body structure,Cranial nerve II | ON - Optic nerve | Optic nerve | Optic nerve (II) | Optic nerve structure | Second cranial nerve
SCTID:18307000,Qualifier,Altered,SNOMEDCT,qualifier value,Altered | Modified
SCTID:18718003,Disease,Gingival disease,SNOMEDCT,disorder,Gingival disease | Gingival disorder | Gum disease
SCTID:1899006,Disease,Autosomal hereditary disorder,SNOMEDCT,disorder,Autosomal hereditary disorder
SCTID:190905008,Disease,Cystic fibrosis,SNOMEDCT,disorder,CF - Cystic fibrosis | Cystic fibrosis | Fibrocystic disease | Mucoviscidosis
SCTID:193186008,Disease,Polyneuropathy associated with another disorder,SNOMEDCT,disorder,Polyneuropathy associated with another disorder
SCTID:193209005,Disease,Myasthenic syndrome due to another disorder,SNOMEDCT,disorder,Myasthenic syndrome due to another disorder
SCTID:193387007,Disease,Cystoid macular edema,SNOMEDCT,disorder,CME - cystoid macular edema | CMO - cystoid macular oedema | Cystoid macular edema | Cystoid macular oedema
SCTID:193556009,Disease,"Glaucoma in endocrine, nutritional and metabolic diseases",SNOMEDCT,disorder,"Glaucoma in endocrine, nutritional and metabolic diseases"
SCTID:193570009,Disease,Cataract,SNOMEDCT,disorder,Cataract | Lens opacity | Lenticular opacity
SCTID:19429009,Disease,Chronic ulcer of skin,SNOMEDCT,disorder,Chronic skin ulcer | Chronic ulcer of skin
SCTID:194828000,Disease,Angina,SNOMEDCT,disorder,AP - Angina pectoris | Angina | Angina pectoris | Anginal syndrome | Cardiac angina | Ischaemic heart disease - angina | Ischemic heart disease - angina | Stenocardia
SCTID:195029002,Disease,Cardiomyopathy associated with another disorder,SNOMEDCT,disorder,"Cardiomyopathy associated with another disorder | Cardiomyopathy, secondary | Secondary cardiomyopathy"
SCTID:19660004,Disease,Disorder of soft tissue,SNOMEDCT,disorder,Disorder of soft tissue | Soft tissue disorder
SCTID:197661001,Disease,Glomerulosclerosis,SNOMEDCT,disorder,Glomerulosclerosis
SCTID:198609003,Disease,"Complication of pregnancy, childbirth and/or puerperium",SNOMEDCT,disorder,"Complication of pregnancy, childbirth and/or puerperium"
SCTID:199612005,Disease,Small-for-dates baby,SNOMEDCT,disorder,SFD - Small-for-dates baby | Small for gestational age baby | Small-for-dates - delivered | Small-for-dates baby
SCTID:199745000,Disease,Complication occurring during labor and delivery,SNOMEDCT,disorder,Complication occurring during labor and delivery | Complication occurring during labour and delivery
SCTID:199879009,Disease,Congenital anomaly of skin,SNOMEDCT,disorder,Congenital anomaly of skin | Congenital cutaneous anomaly | Congenital malformation of the skin | Congenital skin anomalies
SCTID:20313009,Disease,Hyperosmolality,SNOMEDCT,disorder,Hyperosmolality | Hyperosmolality syndrome | Hypertonic disorder
SCTID:21483005,AnatomicalSite,Structure of central nervous system,SNOMEDCT,body structure,Central nervous system | Central nervous system structure | Structure of central nervous system
SCTID:21694000,AnatomicalSite,Henle's loop structure,SNOMEDCT,body structure,Henle loop structure | Henle's loop | Henle's loop structure
SCTID:22125009,Disease,Panniculitis,SNOMEDCT,disorder,Panniculitis
SCTID:22335008,AnatomicalSite,Structure of left foot,SNOMEDCT,body structure,Left foot | Structure of left foot
SCTID:224958001,Disease,Global developmental delay,SNOMEDCT,disorder,Global developmental delay
SCTID:22925008,Disease,Neonatal disorder,SNOMEDCT,disorder,Neonatal disease | Neonatal disorder
SCTID:22936001,AnatomicalSite,Structure of iris of right eye,SNOMEDCT,body structure,Iris of right eye | Structure of iris of right eye
SCTID:230571009,Disease,Neuropathy associated with endocrine disorder,SNOMEDCT,disorder,Neuropathy associated with endocrine disorder
SCTID:230599000,Disease,Ischemic neuropathy,SNOMEDCT,disorder,Ischaemic neuropathy | Ischemic neuropathy
SCTID:232086000,Disease,Neovascular angle closure glaucoma,SNOMEDCT,disorder,Neovascular angle closure glaucoma | Rubeotic glaucoma | Secondary angle closure glaucoma with rubeosis
SCTID:232333009,Disease,Hearing loss associated with syndrome,SNOMEDCT,disorder,Hearing loss associated with syndrome | Syndromal deafness
SCTID:235494005,Disease,Chronic pancreatitis,SNOMEDCT,disorder,CP - Chronic pancreatitis | Chronic pancreatitis
SCTID:235675006,Disease,Gastroparesis,SNOMEDCT,disorder,Gastric stasis | Gastroparesis | Gastroparesis syndrome
SCTID:235977001,Disease,Congenital malformation of pancreas,SNOMEDCT,disorder,Congenital abnormality of pancreas | Congenital anomaly of pancreas | Congenital malformation of pancreas
SCTID:235978006,Disease,Cystic fibrosis of pancreas,SNOMEDCT,disorder,Cystic fibrosis of pancreas | Fibrocystic disease of pancreas | Fibrocystic disease of the pancreas | Mucoviscidosis of pancreas
SCTID:23620008,Morphology,Acanthosis,SNOMEDCT,morphologic abnormality,Acanthosis
SCTID:236973005,Procedure,Delivery procedure,SNOMEDCT,procedure,Birthing procedure | Delivery procedure
SCTID:237625008,Disease,Hyperglycemic disorder in pregnancy,SNOMEDCT,disorder,Hyperglycaemic disorder in pregnancy | Hyperglycemic disorder in pregnancy
SCTID:237630007,Disease,Hypoglycemic disorder,SNOMEDCT,disorder,Hypoglycaemic disorder | Hypoglycemic disorder
SCTID:237822008,Disease,Autoimmune endocrine disease,SNOMEDCT,disorder,Autoimmune endocrine disease
SCTID:237836003,Disease,Short stature disorder,SNOMEDCT,disorder,Short stature disorder
SCTID:237911005,Disease,Disorder of amino acid and organic acid metabolism,SNOMEDCT,disorder,Disorder of amino acid and organic acid metabolism
SCTID:238089003,Disease,Secondary combined hyperlipidemia,SNOMEDCT,disorder,Secondary combined hyperlipidaemia | Secondary combined hyperlipidemia | Secondary mixed hyperlipidaemia | Secondary mixed hyperlipidemia
SCTID:238794007,Disease,Ischemic foot ulcer,SNOMEDCT,disorder,Ischaemic foot ulcer | Ischemic foot ulcer
SCTID:238796009,Disease,Neuroischemic foot ulcer,SNOMEDCT,disorder,Neuroischaemic foot ulcer | Neuroischemic foot ulcer
SCTID:239953001,Disease,Lesion of soft tissue,SNOMEDCT,disorder,Lesion of soft tissue | Soft tissue lesion
SCTID:240096000,Disease,Mitochondrial cytopathy,SNOMEDCT,disorder,Mitochondrial cytopathy | Mitochondrial disease
SCTID:243860001,Finding,Diabetic monitoring status,SNOMEDCT,finding,Diabetic monitoring status
SCTID:24484000,Qualifier,Severe (severity modifier),SNOMEDCT,qualifier value,Gravis | High grade | Severe | Severe (severity modifier) | Severely
SCTID:247116004,LabTest,Retinal vein appearance,SNOMEDCT,observable entity,Retinal vein appearance
SCTID:247118003,Finding,Retinal veins beaded,SNOMEDCT,finding,Retinal veins beaded | Retinal venous beading | Venous beading
SCTID:247573007,LabTest,Intellectual ability,SNOMEDCT,observable entity,Intellectual ability | Level of intelligence
SCTID:24813008,Disease,Gastrointestinal complication,SNOMEDCT,disorder,Gastrointestinal complication
SCTID:248290002,Disease,Developmental delay,SNOMEDCT,disorder,Developmental delay
SCTID:2492009,Disease,Nutritional disorder,SNOMEDCT,disorder,Disorder of nutrition | Malnutrition | Nutritional disease | Nutritional disorder
SCTID:249893002,LabTest,Gross movement of body and limbs,SNOMEDCT,observable entity,General mobility | Gross movement of body and limbs | Observation of gross motor movement
SCTID:25087005,AnatomicalSite,Structure of nervous system,SNOMEDCT,body structure,Nervous system | Nervous system structure | Structure of nervous system
SCTID:251721007,LabTest,Angle patency,SNOMEDCT,observable entity,Angle patency
SCTID:251727006,LabTest,Angle appearance,SNOMEDCT,observable entity,Angle appearance
SCTID:25238003,AnatomicalSite,Cranial nerve structure,SNOMEDCT,body structure,Cranial nerve | Cranial nerve structure
SCTID:253130001,Disease,Secondary microcephaly,SNOMEDCT,disorder,Secondary microcephaly
SCTID:253172000,Disease,Agenesis of cerebellum,SNOMEDCT,disorder,Agenesis of cerebellum | Congenital absence of cerebellum | Total agenesis of cerebellum
SCTID:255399007,Qualifier,Congenital,SNOMEDCT,qualifier value,Congenita | Congenital
SCTID:255407002,Qualifier,Neonatal,SNOMEDCT,qualifier value,Neonatal
SCTID:255410009,Qualifier,Maternal postpartum,SNOMEDCT,qualifier value,Maternal postpartum | Postpartum | Puerperal | Puerperium
SCTID:255604002,Qualifier,Mild,SNOMEDCT,qualifier value,Mild
SCTID:25690000,Disease,Femoral neuropathy,SNOMEDCT,disorder,Femoral nerve disorder | Femoral nerve palsy | Femoral neuropathy
SCTID:25763004,AnatomicalSite,Skin structure of anterior surface of lower leg,SNOMEDCT,body structure,Skin of anterior surface of leg | Skin of anterior surface of lower leg | Skin structure of anterior surface of lower leg
